,title,book_id,publication_year,ratings_count,language_code,average_rating,economics,politics,sociology,society,political-science,government,history,philosophy,theory
17218,Jackie as Editor: The Literary Life of Jacqueline Kennedy Onassis,9547969,,322,,3.67,0,0,0,0,0,0,1,0,0
17223,Your Inner Fish: A Journey into the 3.5-Billion-Year History of the Human Body,7940955,2008.0,343,en-US,3.97,0,0,0,0,0,0,1,0,0
17248,The Science of Kissing: What Our Lips Are Telling Us,8585653,2011.0,514,,3.44,0,0,1,0,0,0,0,1,0
17269,The Rise and Fall of Ancient Egypt,11169046,2011.0,138,eng,4.04,0,0,0,0,0,0,1,0,0
17273,"Visualize This: The FlowingData Guide to Design, Visualization, and Statistics",11054622,2011.0,855,,3.86,1,0,0,0,0,0,0,0,0
17307,Hallelujah Anyway: Rediscovering Mercy,31693028,,383,,3.66,0,0,0,0,0,0,0,1,0
17315,New Seeds of Contemplation,1145854,2007.0,913,eng,4.31,0,0,0,0,0,0,0,1,0
17339,In a Different Time: The Inside Story of the Delmas Four,6015605,2008.0,113,eng,4.48,0,0,0,0,0,0,1,0,0
17358,Holy Bible,20013762,,2079,eng,4.75,0,0,0,0,0,0,0,1,0
17363,Ladies-in-Waiting: Women Who Served at the Tudor Court,22668865,2014.0,253,eng,3.56,0,0,0,0,0,0,1,0,0
17392,The Long Goodbye: Memories of My Father,2057,,186,,3.8,0,0,0,0,0,0,1,0,0
17401,Jerusalem: The Biography,9477628,2011.0,4309,eng,3.98,0,1,0,0,0,0,1,0,0
17410,Economic Science and the Austrian Method,168856,,202,,4.01,1,0,0,0,0,0,0,1,0
17411,"A Theory of Socialism and Capitalism: Economics, Politics, and Ethics",168857,1988.0,133,,4.38,1,1,0,0,0,0,0,0,0
17430,"The Big Switch: Rewiring the World, from Edison to Google",1153851,2008.0,714,eng,3.8,1,0,0,0,0,0,1,0,0
17441,Harvard's Secret Court: The Savage 1920 Purge of Campus Homosexuals,450676,2006.0,105,,3.61,0,0,0,0,0,0,1,0,0
17449,The Bluegrass Conspiracy,171887,2001.0,424,eng,3.73,0,0,0,0,0,0,1,0,0
17466,The Starfish and the Spider: The Unstoppable Power of Leaderless Organizations,200619,,204,,3.87,1,1,0,0,0,0,0,0,0
17480,Benghazi: The Definitive Report,17401110,2013.0,159,eng,4.0,0,1,0,0,0,0,1,0,0
17506,An Unsung Hero: Tom Crean - Antarctic Survivor,12815286,2010.0,423,,4.42,0,0,0,0,0,0,1,0,0
17521,The Progress Paradox: How Life Gets Better While People Feel Worse,191230,2004.0,547,,3.62,1,0,1,0,0,0,0,0,0
17527,Injustice: Life and Death in the Courtrooms of America,15767697,2012.0,107,eng,4.48,0,1,0,0,0,0,0,0,0
17534,"Welcome to Subirdia: Sharing Our Neighborhoods with Wrens, Robins, Woodpeckers, and Other Wildlife",21874664,2014.0,130,,3.77,0,0,0,0,0,0,1,0,0
17550,To 'Joy My Freedom: Southern Black Women's Lives and Labors After the Civil War,731011,1998.0,366,,4.0,0,0,0,0,0,0,1,0,0
17598,Faberge's Eggs: The Extraordinary Story of the Masterpieces That Outlived an Empire,2642715,2008.0,168,,3.86,0,0,0,0,0,0,1,0,0
17604,Queen Victoria,1117542,2005.0,316,,3.81,0,0,0,0,0,0,1,0,0
17613,They Knew the Prophet: Personal Accounts From Over 100 People Who Knew Joseph Smith,474195,,109,eng,4.2,0,0,0,0,0,0,1,0,0
17632,The Collapse Of Globalism: And The Reinvention Of The World,1664253,2005.0,266,,3.71,0,1,0,0,0,0,0,1,0
17653,Beyond Theology,989709,1973.0,145,,4.12,0,0,0,0,0,0,0,1,0
17657,"The Final Season: Fathers, Sons, and One Last Season in a Classic American Ballpark",4167,2002.0,183,,4.12,0,0,0,0,0,0,1,0,0
17721,Call of Duty: The Sterling Nobility of Robert E. Lee,450474,,122,,4.24,0,0,0,0,0,0,1,0,0
17722,"Out of Captivity: Surviving 1,967 Days in the Colombian Jungle",6151043,2009.0,930,en-US,3.95,0,1,0,0,0,0,1,0,0
17737,The Power of Your Subconscious Mind,909219,2006.0,192,eng,4.13,0,0,0,0,0,0,0,1,0
17762,How To Know God: The Soul's Journey Into The Mystery Of Mysteries,104915,2001.0,2949,,4.01,0,0,0,0,0,0,0,1,0
17763,"Power, Freedom, and Grace: Living from the Source of Lasting Happiness",104914,2006.0,490,,4.12,0,0,0,0,0,0,0,1,0
17766,Kama Sutra: Including the Seven Spiritual Laws of Love,104910,2006.0,134,,3.85,0,0,0,0,0,0,0,1,0
17799,Originals: How Non-Conformists Move the World,25614523,2016.0,11302,eng,3.95,0,0,1,0,0,0,0,1,0
17804,"Lost History: The Enduring Legacy of Muslim Scientists, Thinkers, and Artists",1258331,2007.0,804,,4.09,0,0,0,0,0,0,1,1,0
17823,Mütter Museum: Historic Medical Photographs,1048715,2007.0,525,eng,4.35,0,0,0,0,0,0,1,0,0
17826,The Haunting of Sylvia Plath,181082,1993.0,176,,4.05,0,0,0,0,0,0,0,0,1
17830,"Iron Dawn: The Monitor, the Merrimack, and the Civil War Sea Battle that Changed History",29430800,2016.0,111,eng,4.21,0,0,0,0,0,0,1,0,0
17860,Wicked Bugs: The Louse That Conquered Napoleon's Army & Other Diabolical Insects,9845802,2011.0,2930,en-US,3.73,0,0,0,0,0,0,1,0,0
17866,One Day My Soul Just Opened Up,6607752,1999.0,125,,4.1,0,0,0,0,0,0,0,1,0
17870,The First Billion Is the Hardest: How Believing It's Still Early in the Game Can Lead to Life's Greatest Comebacks,2445586,2008.0,524,,3.66,1,0,0,0,0,0,0,0,0
17876,Tao: The Pathless Path,97021,2002.0,381,,4.27,0,0,0,0,0,0,0,1,0
17910,Beyond Uhura: Star Trek and Other Memories,672094,1995.0,447,,3.79,0,0,0,0,0,0,1,0,0
17912,The Unlikely Disciple: A Sinner's Semester at America's Holiest University,3525894,,9820,eng,3.96,0,1,1,0,0,0,0,0,0
17917,What It Takes to Be Number One: Vince Lombardi on Leadership,352406,2003.0,324,,4.0,0,0,0,0,0,0,0,1,0
17944,The Ascent of Man,461104,1976.0,4555,eng,4.19,0,0,0,0,0,0,1,1,0
17952,A Square Meal: A Culinary History of the Great Depression,27213074,2016.0,712,,3.68,0,0,0,0,0,0,1,0,0
17955,"Winning Arguments: What Works and Doesn't Work in Politics, the Bedroom, the Courtroom, and the Classroom",27213079,2016.0,146,,3.0,0,1,0,0,0,0,0,1,0
17963,Sipping from the Nile,13562003,,225,,3.45,0,0,0,0,0,0,1,0,0
17990,When Things Fall Apart: Heart Advice for Difficult Times,2161582,2002.0,163,,4.29,0,0,0,0,0,0,0,1,0
18004,War Bonds: Love Stories from the Greatest Generation,23374544,2015.0,109,,4.23,0,0,0,0,0,0,1,0,0
18039,"One Last Strike: Fifty Years in Baseball, Ten and a Half Games Back, and One Final Championship Season",13624663,,161,,3.94,0,0,0,0,0,0,1,0,0
18042,Letters to a Law Student: A Guide to Studying Law at University,2139878,2006.0,137,,4.29,0,1,0,0,0,0,0,0,0
18045,Dr. Mütter's Marvels: A True Tale of Intrigue and Innovation at the Dawn of Modern Medicine,22310690,,294,,3.92,0,0,0,0,0,0,1,0,0
18047,Egyptian Grammar,138779,1957.0,104,,4.29,0,0,0,0,0,0,1,0,0
18054,Essentialism: The Disciplined Pursuit of Less,19776547,,1699,,4.0,1,0,0,0,0,0,0,1,0
18056,Being Nixon: A Man Divided,25241663,2015.0,985,eng,4.22,0,1,0,0,0,0,1,0,0
18074,The Intimate Lives of the Founding Fathers,6794669,2009.0,455,en-US,3.89,0,0,0,0,0,0,1,0,0
18084,The Lost Art of Finding Our Way,16241535,2013.0,161,,3.8,0,0,0,0,0,0,1,1,0
18085,"Tiger Writing: Art, Culture, and the Interdependent Self",16241536,2013.0,100,,3.85,0,0,0,0,0,0,0,1,0
18103,Endgame: Bobby Fischer's Remarkable Rise and Fall - from America's Brightest Prodigy to the Edge of Madness,8264505,2011.0,3932,en-US,3.96,0,0,0,0,0,0,1,0,0
18107,"Markets Not Capitalism: Individualist Anarchism Against Bosses, Inequality, Corporate Power, and Structural Poverty",12880259,2011.0,102,eng,3.94,1,1,0,0,0,0,0,0,0
18109,"Destiny of the Republic: A Tale of Madness, Medicine and the Murder of a President",12738936,,1983,en-US,4.19,0,0,0,0,0,0,1,0,0
18110,With the Old Breed: At Peleliu and Okinawa,8123400,,1880,,4.4,0,0,0,0,0,0,1,0,0
18116,The Distancers: An American Memoir,17288635,2013.0,180,,3.64,0,0,0,0,0,0,1,0,0
18120,Holy Bible: From the Ancient Eastern Text,125364,1985.0,111,en-US,4.25,0,0,0,0,0,0,0,1,0
18137,"Confronting the Classics: Traditions, Adventures and Innovations",17434669,2013.0,678,eng,3.68,0,0,0,0,0,0,1,0,0
18143,The Starseed Transmissions,707807,1991.0,193,,4.14,0,0,0,0,0,0,0,1,0
18152,"The ISIS Apocalypse: The History, Strategy, and Doomsday Vision of the Islamic State",25016279,2015.0,754,en-GB,3.85,0,1,0,0,0,0,1,0,0
18171,Instructions to the Cook: A Zen Master's Lessons in Living a Life That Matters,803998,1997.0,251,,4.02,0,0,0,0,0,0,0,1,0
18209,A Full Life: Reflections at Ninety,25330592,2015.0,2087,eng,3.81,0,1,0,0,0,0,1,0,0
18221,The Filter Bubble,11388052,,123,,3.77,0,1,1,0,0,0,0,0,0
18246,The Gift of Pain,298679,1997.0,812,eng,4.45,0,0,0,0,0,0,0,1,0
18259,Byron,932460,,109,,4.16,0,0,0,0,0,0,1,0,0
18260,Judgment Ridge: The True Story Behind the Dartmouth Murders,604620,2004.0,418,,3.82,0,0,0,0,0,0,1,0,0
18291,QF32,15783858,2012.0,333,eng,4.11,0,0,0,0,0,0,1,0,0
18307,The Bitter Road to Freedom: A New History of the Liberation of Europe,3038079,,267,eng,3.79,0,0,0,0,0,0,1,0,0
18317,Outliers: The Story of Success,7967279,2011.0,3573,,4.11,1,0,0,0,0,0,1,0,0
18346,The Rise of Theodore Roosevelt,40929,2001.0,27697,eng,4.25,0,1,0,0,0,0,1,0,0
18365,God and the Gay Christian: The Biblical Case in Support of Same-Sex Relationships,21798240,,206,,3.87,0,0,0,0,0,0,0,1,0
18374,Diana's White House Garden,26068020,2016.0,208,eng,3.97,0,0,0,0,0,0,1,0,0
18375,Elizabeth: The Forgotten Years,26068024,2016.0,185,en-GB,3.83,0,0,0,0,0,0,1,0,0
18408,"The Proud Tower: A Portrait of the World Before the War, 1890-1914",192955,1996.0,5504,eng,4.12,0,0,0,0,0,0,1,0,0
18411,Minimalism: Live a Meaningful Life,17251556,2011.0,157,eng,3.63,0,0,0,0,0,0,0,1,0
18416,"Natural Cures \They\"" Don't Want You To Know About""",681,,1491,en-US,3.07,0,0,0,0,0,0,1,0,0
18417,Natural Capitalism,683,2000.0,1375,,4.0,1,1,0,0,0,0,0,0,0
18419,The Barefoot Investor: The Barefoot Investor's Step-By-Step Guide to Financial Freedom,29011025,2017.0,206,,4.61,1,0,0,0,0,0,0,0,0
18427,HRC: State Secrets and the Rebirth of Hillary Clinton,18077874,2014.0,1098,eng,3.59,0,1,0,0,0,0,1,0,0
18433,"Who Is Jesus? (Crucial Questions, #1)",7240630,2009.0,199,en-US,4.23,0,0,0,0,0,0,1,0,0
18445,Water: A Natural History,331981,1997.0,175,,4.24,0,0,0,0,0,0,1,0,0
18480,Apocalyptic Planet: Field Guide to the Ever-Ending Earth,13414680,2012.0,427,eng,4.03,0,0,0,0,0,0,1,0,0
18482,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,29965800,,6107,,4.02,0,0,0,0,0,0,0,1,0
18487,Larousse Gastronomique: The World's Greatest Culinary Encyclopedia,815612,2001.0,5323,,4.38,0,0,0,0,0,0,1,0,0
18501,Mourning Lincoln,22859596,2015.0,120,,3.63,0,0,0,0,0,0,1,0,0
18523,Moonwalking with Einstein: The Art and Science of Remembering Everything,10255204,2011.0,108,,3.85,0,0,0,0,0,0,1,1,0
18545,Left for Dead: The Untold Story of the Greatest Disaster in Modern Sailing History,876924,2007.0,225,,3.92,0,0,0,0,0,0,1,0,0
18573,Argonauts of the Western Pacific,764288,1984.0,916,en-US,3.72,0,0,1,0,0,0,1,0,0
18575,The Accidental Anarchist: From the Diaries of Jacob Marateck,10122395,2015.0,155,,4.08,0,0,0,0,0,0,1,0,0
18584,Who Built That: Awe-Inspiring Stories of American Tinkerpreneurs,23522316,2015.0,173,,3.75,0,1,0,0,0,0,1,0,0
18587,Theories of Personality,2512141,2008.0,258,,3.97,0,0,0,0,0,0,0,1,0
18607,"McCain's Promise: Aboard the Straight Talk Express with John McCain and a Whole Bunch of Actual Reporters, Thinking About Hope",3091374,2008.0,697,,4.26,0,1,0,0,0,0,1,0,0
18621,Yoga Tradition,126284,2001.0,364,,4.11,0,0,0,0,0,0,1,1,0
18625,Salvation and Sovereignty: A Molinist Approach,7325034,2010.0,150,,3.93,0,0,0,0,0,0,0,1,0
18631,On Persephone's Island: A Sicilian Journal,99705,1995.0,286,,3.66,0,0,0,0,0,0,1,0,0
18659,The Politics,166305,1992.0,362,eng,3.92,0,1,0,0,0,0,0,1,0
18684,The Unpersuadables: Adventures with the Enemies of Science,18114379,2014.0,580,,4.0,0,1,1,0,0,0,0,0,0
18707,"What You Want Is in the Limo: On the Road with Led Zeppelin, Alice Cooper, and the Who in 1973, the Year the Sixties Died and the Modern Rock Star Was Born",16071829,2013.0,265,,3.58,0,0,0,0,0,0,1,0,0
18708,Wrapped in the Flag: A Personal History of America's Radical Right,16071820,2013.0,204,,4.23,0,1,0,0,0,0,1,0,0
18719,127 Hours: Between a Rock and a Hard Place,10150306,2010.0,1192,eng,3.82,0,0,0,0,0,0,1,0,0
18721,Above the Clouds: The Diaries of a High-Altitude Mountaineer,535413,,506,,4.16,0,0,0,0,0,0,1,0,0
18729,The One-Straw Revolution,976905,2006.0,2601,eng,4.38,1,0,0,0,0,0,0,1,0
18751,QI: The Book of General Ignorance,2395015,2008.0,299,eng,3.79,0,0,0,0,0,0,0,1,0
18765,The Raucous Royals,3308851,2008.0,131,eng,3.93,0,0,0,0,0,0,1,0,0
18808,The Checklist Manifesto: How to Get Things Right,7796228,2009.0,2168,,4.03,0,0,1,0,0,0,0,1,0
18815,Value: The Four Cornerstones of Corporate Finance,8355067,2010.0,206,,4.24,1,0,0,0,0,0,0,0,0
18857,"The Foie Gras Wars: How a 5,000-Year-Old Delicacy Inspired the World's Fiercest Food Fight",4032884,,145,,3.86,0,0,0,0,0,0,1,0,0
18869,The One Skill,22026186,2014.0,223,eng,3.69,0,0,0,0,0,0,0,1,0
18884,The New Penguin History of Canada,404324,2008.0,119,,3.49,0,0,0,0,0,0,1,0,0
18892,Jim Henson: The Biography,17262134,2013.0,8606,eng,3.97,0,0,0,0,0,0,1,0,0
18895,Evolution The Human Story,11374533,2011.0,145,eng,4.33,0,0,0,0,0,0,1,0,0
18898,G.I. Joe & Lillie: Remembering a Life of Love and Loyalty,915670,2003.0,125,eng,4.23,0,0,0,0,0,0,1,0,0
18900,The Art of Living,29779239,2017.0,138,,4.41,0,0,0,0,0,0,0,1,0
18928,Seam,17937655,2014.0,341,eng,4.51,0,0,0,0,0,0,1,0,0
18957,Gandhi: a March to the Sea,16290039,2013.0,188,eng,4.11,0,0,0,0,0,0,1,0,0
18984,"Archaeology: Theories, Methods and Practice",736801,2004.0,468,,4.06,0,0,0,0,0,0,1,0,1
18991,Long Way Round,19094789,,251,eng,3.93,0,0,0,0,0,0,1,0,0
18998,The Roberts Court: The Struggle for the Constitution,15802371,2013.0,158,eng,3.95,0,1,0,0,0,0,1,0,0
19016,102 Minutes: The Untold Story of the Fight to Survive Inside the Twin Towers,699094,,411,en-US,4.23,0,0,0,0,0,0,1,0,0
19048,Who Wrote the Bible?,102104,2009.0,4264,,4.06,0,0,0,0,0,0,1,1,0
19077,Howard W. Hunter,1164523,1994.0,608,,4.25,0,0,0,0,0,0,1,0,0
19080,Before the Dawn: Recovering the Lost History of Our Ancestors,8365157,2007.0,124,en-US,4.0,0,0,0,0,0,0,1,0,0
19140,Playing God: Redeeming the Gift of Power,17293092,2013.0,295,,4.26,0,0,0,0,1,0,0,1,0
19156,Everything Was Possible: The Birth of the Musical Follies,257378,2005.0,371,,4.48,0,0,0,0,0,0,1,0,0
19157,They Dared Return: The True Story of Jewish Spies behind the Lines in Nazi Germany,6829906,,131,eng,3.66,0,0,0,0,0,0,1,0,0
19160,Imagine: A Vision for Christians in the Arts,282185,2001.0,317,,4.13,0,0,0,0,0,0,0,1,0
19163,Man-Eater: The Life and Legend of an American Cannibal,25471769,,175,,3.55,0,0,0,0,0,0,1,0,0
19171,Cemetery John: The Undiscovered Mastermind Behind the Lindbergh Kidnapping,13057620,2012.0,235,,3.72,0,0,0,0,0,0,1,0,0
19180,City Adrift : A Short Biography of Bombay,18740766,2013.0,100,en-US,3.88,0,0,0,0,0,0,1,0,0
19222,remembered rapture: the writer at work,51409,1999.0,194,,4.05,0,0,0,0,0,0,0,0,1
19228,The Trigger: Hunting the Assassin Who Brought the World to War,18300212,2014.0,590,eng,4.16,0,1,0,0,0,0,1,0,0
19232,Shoe Dog: A memoir by the Creator of Nike,30194647,,155,eng,4.44,0,0,0,0,0,0,1,0,0
19248,The Garner Files: A Memoir,11041277,,1634,,3.78,0,0,0,0,0,0,1,0,0
19251,The History of the Medieval World: From the Conversion of Constantine to the First Crusade,8259068,,119,,4.1,0,0,0,0,0,0,1,0,0
19282,The Coming Aristocracy,6316369,2009.0,302,eng,4.41,0,1,0,0,0,0,0,0,0
19306,Man and People,403402,1963.0,104,,4.18,0,0,1,0,0,0,0,1,0
19335,"Those Are Real Bullets: Bloody Sunday, Derry, 1972",1045536,2002.0,168,,4.32,0,0,0,0,0,0,1,0,0
19375,Visions: How Science Will Revolutionize the 21st Century,785432,1998.0,1857,eng,3.99,0,0,0,0,0,0,0,1,0
19377,The Pursuit of God: The Human Thirst for the Divine,915535,2007.0,185,,4.38,0,0,0,0,0,0,0,1,0
19388,Lit!: A Christian Guide to Reading Books,10081849,2011.0,1759,eng,4.11,0,0,0,0,0,0,0,1,0
19392,The Golden Sayings of Epictetus,18900026,,154,,3.95,0,0,0,0,0,0,1,1,0
19402,Whiskey Tango Foxtrot (The Taliban Shuffle MTI): Strange Days in Afghanistan and Pakistan,29248713,,193,,3.42,0,1,0,0,0,0,1,0,0
19408,The Velvet Rage: Overcoming the Pain of Growing Up Gay in a Straight Man's World,12426613,2012.0,139,,4.03,0,0,1,0,0,0,1,0,0
19452,The Death of Tragedy,778926,1996.0,111,,4.08,0,0,0,0,0,0,1,1,0
19454,"Rounding the Horn: Being the Story of Williwaws and Windjammers, Drake, Darwin, Murdered Missionaries and Naked Natives--a Deck's-eye View of Cape Horn",813147,2005.0,184,,4.08,0,0,0,0,0,0,1,0,0
19457,Gifts of the Desert: The Forgotten Path of Christian Spirituality,433860,2007.0,134,,4.16,0,0,0,0,0,0,0,1,0
19508,All That Is Solid Melts Into Air: The Experience of Modernity,126985,1988.0,1371,eng,4.26,0,0,0,0,0,0,1,1,0
19509,The Red Book: Liber Novus,6454477,2009.0,2005,,4.54,0,0,0,0,0,0,0,1,0
19517,The Advancing Guitarist,659354,,135,,4.47,0,0,0,0,0,0,0,0,1
19544,Legitimation Crisis,305361,1988.0,152,,3.6,0,0,1,0,0,0,0,1,0
19571,Miles from Nowhere: Tales from America's Contemporary Frontier,427788,2000.0,118,,3.9,0,0,0,0,0,0,1,0,0
19603,Beautiful Jim Key: The Lost History of a Horse and a Man Who Changed the World,412608,2005.0,513,,4.06,0,0,0,0,0,0,1,0,0
19626,"Furious Love: Elizabeth Taylor, Richard Burton, and the Marriage of the Century",7625089,2010.0,2424,,3.85,0,0,0,0,0,0,1,0,0
19627,The Big Lie: Exposing the Nazi Roots of the American Left,35092275,2017.0,204,eng,4.46,0,1,0,0,0,0,1,0,0
19641,Foxe's Book of Martyrs,609035,,12361,en-CA,4.25,0,0,0,0,0,0,1,0,0
19655,Life of St. Columba,1237012,1995.0,126,eng,3.86,0,0,0,0,0,0,1,0,0
19677,"In the Kingdom's Name (Guardian of Scotland, #2)",27871331,2016.0,188,eng,4.6,0,0,0,0,0,0,1,0,0
19693,Naked City: The Death and Life of Authentic Urban Places,7184702,2009.0,250,,3.7,0,0,1,0,0,0,1,0,0
19695,Law of the Jungle: The $19 Billion Legal Battle Over Oil in the Rain Forest and the Lawyer Who'd Stop at Nothing to Win,20342577,2014.0,142,,3.72,0,1,0,0,0,0,1,0,0
19705,Voices of A People's History of the United States,360441,2004.0,110,,4.33,0,1,0,0,0,0,1,0,0
19726,On the Divine Images,1296785,1980.0,227,,4.29,0,0,0,0,0,0,1,0,0
19780,Escher On Escher,558549,1989.0,231,,3.94,0,0,0,0,0,0,1,0,0
19782,The Intimate Enemy: Loss and Recovery of Self Under Colonialism,506745,1989.0,189,,4.0,0,1,0,0,0,0,1,0,0
19800,Memoirs and Selected Letters,10547,1990.0,1929,,4.29,0,0,0,0,0,0,1,0,0
19809,What I Saw in America,3075730,2009.0,149,,3.79,0,1,0,0,0,0,1,0,0
19822,Proud Shoes,221453,1999.0,227,eng,4.06,0,0,0,0,0,0,1,0,0
19826,The De-Textbook: The Stuff You Didn't Know About the Stuff You Thought You Knew,17707547,2013.0,1596,,4.03,0,0,0,0,0,0,1,0,0
19835,Why We Love Sociopaths: A Guide to Late Capitalist Television,13268477,2012.0,157,en-US,3.56,0,1,0,0,0,0,0,1,0
19863,The Hidden Connections: A Science for Sustainable Living,429671,2004.0,489,,3.94,1,0,0,0,0,0,0,1,0
19907,Time and Tide: A Walk Through Nantucket,103642,,128,,3.52,0,0,0,0,0,0,1,0,0
19913,Picasso,326096,2007.0,328,,4.26,0,0,0,0,0,0,1,0,0
19914,Gaudi,326092,2003.0,245,,4.15,0,0,0,0,0,0,1,0,0
19929,A Field Guide to Edible Wild Plants: Eastern and Central North America,378203,1999.0,919,eng,4.27,0,0,0,0,0,0,1,0,0
19960,Sunk Without a Sound: The Tragic Colorado River Honeymoon of Glen and Bessie Hyde,573694,2001.0,293,eng,3.77,0,0,0,0,0,0,1,0,0
19969,God Is Not Great: How Religion Poisons Everything,6090911,2008.0,142,en-US,3.96,0,1,0,0,0,0,1,0,0
19985,Not a Good Day to Die: The Untold Story of Operation Anaconda,1116151,,136,,4.12,0,0,0,0,0,0,1,0,0
19995,The Hole in Our Holiness: Filling the Gap between Gospel Passion and the Pursuit of Godliness,13640788,2012.0,2321,en-US,4.28,0,0,0,0,0,0,0,1,0
20007,Our Family Tree: An Evolution Story,64699,2003.0,275,en-US,4.28,0,0,0,0,0,0,1,0,0
20008,The Family Tree Problem Solver: Proven Methods for Scaling the Inevitable Brick Wall,64697,2005.0,101,,4.03,0,0,0,0,0,0,1,0,0
20063,Ornament and Crime: Selected Essays,600203,1997.0,170,,3.98,0,0,0,0,0,0,1,1,0
20105,Wassily Kandinsky: 1866-1944 a Revolution in Painting,402539,1999.0,509,,4.16,0,0,0,0,0,0,1,0,0
20127,Foodopoly: The Battle Over the Future of Food and Farming in America,13586945,2012.0,217,,3.91,0,1,0,0,0,0,0,0,0
20146,Heaven On Earth: A Journey Through Shari'a Law from the Deserts of Ancient Arabia to the Streets of the Modern Muslim World,12524356,2011.0,196,,3.94,0,0,0,0,0,0,1,0,0
20149,Gellhorn: A Twentieth Century Life,1035535,,296,,4.03,0,0,0,0,0,0,1,0,0
20155,Heart of a Soldier,105251,2003.0,259,en-US,4.26,0,0,0,0,0,0,1,0,0
20161,A Woman's Worth,845978,1994.0,3213,eng,4.28,0,0,1,0,0,0,0,1,0
20175,Ornamentalism: How the British Saw Their Empire,322527,,206,en-US,3.36,0,0,0,0,0,0,1,0,0
20213,Proust and Signs: The Complete Text,777380,2000.0,287,,4.19,0,0,0,0,0,0,0,1,1
20224,Prepared for the Worst: Selected Essays and Minority Reports,43399,1988.0,138,eng,4.02,0,1,0,0,0,0,0,1,0
20251,The Tree of Life: An Illustrated Study in Magic,406212,2000.0,836,,4.13,0,0,0,0,0,0,0,1,0
20256,The Case for Jesus: The Biblical and Historical Evidence for Christ,25489061,2016.0,241,en-GB,4.52,0,0,0,0,0,0,1,1,0
20266,The Astor Orphan: A Memoir,15818377,2013.0,712,,2.73,0,0,0,0,0,0,1,0,0
20283,The Great Depression Ahead: How to Prosper in the Crash Following the Greatest Boom in History,3176546,,209,,3.24,1,0,0,0,0,0,0,0,0
20288,The Expression of the Emotions in Man and Animals,24515,,571,,4.0,0,0,0,0,0,0,1,1,0
20298,Sacred Reading: The Ancient Art of Lectio Divina,1094479,1997.0,180,,4.2,0,0,0,0,0,0,1,1,0
